
PST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2015-5-27,24,14,4,9,5,2,93,59,25,1016,1015,1014,16,16,16,24,9,34,0.00,1,,346<br />
2015-5-28,28,18,8,9,6,2,93,57,20,1018,1016,1014,16,16,16,23,8,32,0.00,0,,45<br />
2015-5-29,29,19,8,12,9,6,86,56,26,1015,1013,1011,16,16,16,35,9,47,T,2,Rain-Thunderstorm,216<br />
2015-5-30,28,21,13,12,10,6,86,57,28,1013,1011,1010,16,16,16,29,9,35,0.00,1,,312<br />
2015-5-31,29,20,10,9,7,-1,89,53,16,1012,1009,1006,16,16,16,29,10,39,0.00,0,,231<br />
2015-6-1,21,16,11,12,9,6,93,67,40,1015,1011,1007,16,15,4,32,11,40,2.79,5,Rain,309<br />
2015-6-2,19,13,7,11,6,3,100,69,37,1018,1016,1014,16,16,16,39,14,47,T,5,,335<br />
2015-6-3,21,12,4,6,4,3,92,64,35,1018,1016,1013,16,16,16,29,9,37,0.00,3,,336<br />
2015-6-4,23,13,2,6,4,2,92,61,29,1017,1016,1014,16,16,16,29,11,45,0.00,0,,340<br />
2015-6-5,26,16,4,8,6,3,89,57,25,1018,1016,1013,16,16,16,35,13,47,0.00,0,,356<br />
2015-6-6,30,19,8,8,6,4,77,49,20,1016,1015,1013,16,16,16,32,11,39,0.00,0,,322<br />
2015-6-7,33,22,9,9,7,6,77,48,18,1016,1014,1013,16,16,16,23,7,31,0.00,0,,345<br />
2015-6-8,37,24,11,10,8,5,77,47,17,1015,1012,1009,16,16,16,27,9,34,0.00,0,Thunderstorm,359<br />
2015-6-9,32,23,13,9,6,3,72,45,17,1016,1011,1008,16,16,16,26,10,32,0.00,1,Thunderstorm,118<br />
2015-6-10,31,19,7,8,1,-5,71,41,10,1014,1011,1009,16,16,16,34,12,42,0.00,0,,283<br />
2015-6-11,31,18,6,4,2,-1,62,40,17,1017,1016,1014,16,16,16,35,14,43,0.00,0,,10<br />
2015-6-12,27,16,4,7,-1,-8,83,47,10,1017,1016,1014,16,16,16,27,10,35,0.00,0,,27<br />
2015-6-13,26,13,1,1,-2,-5,69,42,14,1017,1015,1012,16,16,16,27,9,35,0.00,0,,330<br />
2015-6-14,27,16,3,2,-1,-5,70,41,12,1015,1013,1011,16,16,16,32,11,39,0.00,0,,320<br />
2015-6-15,28,17,5,9,0,-3,60,38,15,1014,1012,1010,16,16,16,37,14,43,0.00,0,,315<br />
2015-6-16,30,19,8,8,6,2,86,52,18,1016,1014,1012,16,16,16,27,9,39,0.00,0,,351<br />
2015-6-17,30,18,5,7,1,-3,76,45,13,1016,1014,1012,16,16,16,26,9,31,0.00,0,,329<br />
2015-6-18,31,20,9,7,3,-2,63,40,16,1015,1013,1011,16,16,16,35,12,43,0.00,0,,309<br />
2015-6-19,25,15,5,7,4,2,82,55,27,1018,1017,1015,16,16,16,29,12,39,0.00,0,,330<br />
2015-6-20,28,18,7,6,3,-6,77,45,12,1018,1014,1011,16,16,16,24,10,31,0.00,0,,306<br />
2015-6-21,28,18,7,6,2,-3,61,38,14,1015,1011,1010,16,16,16,35,12,45,T,1,Thunderstorm,308<br />
2015-6-22,29,18,7,6,4,3,82,51,19,1017,1016,1014,16,16,16,35,13,50,0.00,0,,283<br />
2015-6-23,28,16,4,7,3,1,82,50,18,1020,1017,1014,16,16,16,26,8,37,0.00,0,,324<br />
2015-6-24,29,19,9,7,5,4,71,46,20,1018,1016,1015,16,16,16,27,10,35,0.00,0,,335<br />
2015-6-25,34,21,8,7,6,4,77,47,17,1020,1018,1016,16,16,16,27,11,34,0.00,0,,315<br />
2015-6-26,38,26,13,11,7,4,55,35,15,1019,1016,1011,16,16,10,50,13,76,T,1,Rain-Thunderstorm,222<br />
2015-6-27,38,30,22,15,9,7,57,37,16,1014,1012,1011,16,16,16,26,10,32,0.00,0,,326<br />
2015-6-28,35,26,16,16,13,9,72,48,23,1013,1012,1011,16,16,16,32,11,39,0.00,0,,304<br />
2015-6-29,36,26,16,15,12,4,70,43,15,1016,1013,1012,16,16,16,34,11,43,0.00,0,,302<br />
2015-6-30,34,23,13,12,8,4,77,47,16,1020,1016,1013,16,16,16,26,11,37,0.00,0,,328<br />
2015-7-1,37,25,12,9,8,5,72,44,16,1016,1014,1011,16,16,16,27,11,34,0.00,0,,323<br />
2015-7-2,38,27,16,9,7,-1,60,38,16,1015,1013,1011,16,16,16,32,9,42,0.00,0,,318<br />
2015-7-3,37,25,12,8,3,-4,66,37,8,1014,1012,1009,16,16,16,26,11,35,0.00,0,,309<br />
2015-7-4,34,24,13,7,5,3,57,36,14,1011,1010,1008,16,16,16,32,11,39,0.00,0,,265<br />
2015-7-5,36,23,10,7,4,3,59,38,16,1013,1010,1009,16,16,16,37,11,47,0.00,1,,303<br />
2015-7-6,35,24,12,16,9,4,68,43,17,1017,1015,1012,16,15,3,52,9,72,5.08,3,Rain-Thunderstorm,219<br />
2015-7-7,34,23,13,13,11,7,86,54,21,1016,1013,1010,16,16,16,34,10,43,0.00,0,,193<br />
2015-7-8,34,23,11,12,9,6,89,54,18,1012,1009,1006,16,16,14,42,10,66,T,1,Rain,164<br />
2015-7-9,29,22,13,13,11,8,83,56,29,1008,1006,1004,16,16,16,40,10,52,T,1,Rain,168<br />
2015-7-10,27,21,14,17,13,11,84,63,42,1011,1009,1007,16,15,4,34,12,40,1.78,3,Rain-Thunderstorm,252<br />
2015-7-11,24,16,8,14,11,8,93,68,43,1015,1011,1010,16,16,16,27,7,35,2.29,3,Rain,359<br />
2015-7-12,26,16,7,13,9,7,93,65,36,1017,1016,1014,16,16,16,39,6,48,2.03,4,Rain,246<br />
2015-7-13,27,18,10,12,11,7,96,65,33,1017,1016,1014,16,16,16,34,6,40,T,3,Rain-Thunderstorm,348<br />
2015-7-14,27,17,7,11,9,6,100,64,28,1016,1015,1012,16,16,13,32,9,40,T,2,Rain,312<br />
2015-7-15,28,18,8,8,4,2,93,57,21,1017,1016,1014,16,16,16,32,11,37,0.00,0,,346<br />
2015-7-16,26,17,8,8,3,-2,76,48,19,1019,1017,1016,16,16,16,32,13,40,0.00,0,,352<br />
2015-7-17,27,16,5,6,2,-1,79,48,17,1019,1016,1013,16,16,16,34,8,40,0.00,0,,24<br />
2015-7-18,31,18,6,2,1,-1,62,38,14,1017,1015,1013,16,16,16,24,7,31,T,0,,2<br />
2015-7-19,34,21,7,7,3,1,52,33,13,1017,1016,1015,16,16,16,37,12,47,0.00,0,,230<br />
2015-7-20,33,21,9,6,5,3,71,44,17,1017,1015,1013,16,16,16,34,12,45,0.00,0,,319<br />
2015-7-21,32,21,9,7,4,1,71,43,15,1014,1011,1008,16,16,16,39,13,50,0.00,0,,300<br />
2015-7-22,26,15,4,6,4,2,85,54,23,1012,1010,1007,16,16,16,23,6,31,0.00,0,,345<br />
2015-7-23,29,17,4,7,3,-1,85,51,17,1016,1013,1011,16,16,16,35,10,40,0.00,0,,308<br />
2015-7-24,29,18,6,8,6,3,76,48,20,1017,1016,1015,16,16,16,35,12,43,0.00,0,,308<br />
