
MST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2015-2-17,6,-1,-7,-5,-8,-11,80,69,39,1026,1024,1021,16,16,16,19,13,,0.00,0,,307<br />
2015-2-18,9,2,-4,-2,-5,-9,87,69,42,1026,1023,1022,16,16,16,27,14,,0.00,0,,314<br />
2015-2-19,13,6,-2,-1,-3,-7,87,65,29,1022,1019,1015,16,16,16,19,11,34,0.00,0,,309<br />
2015-2-20,9,3,-2,-5,-7,-9,80,57,29,1017,1015,1014,16,16,16,19,8,27,0.00,1,,315<br />
2015-2-21,4,0,-4,-1,-6,-9,100,73,45,1019,1016,1014,16,14,1,21,13,29,0.00,5,Snow,306<br />
2015-2-22,-2,-7,-11,-10,-14,-17,63,53,31,1023,1021,1020,16,16,16,14,6,,0.00,1,,332<br />
2015-2-23,2,-4,-11,-10,-16,-22,62,46,26,1026,1024,1022,16,16,16,19,13,26,0.00,0,,321<br />
2015-2-24,6,0,-5,-3,-8,-11,86,62,44,1026,1023,1018,16,16,16,19,11,29,0.00,0,,320<br />
2015-2-25,11,4,-2,-3,-7,-13,86,57,19,1020,1019,1017,16,16,16,16,5,,0.00,0,,324<br />
2015-2-26,4,1,-2,0,-3,-7,100,78,56,1017,1014,1011,16,14,2,19,6,,0.00,7,Snow,333<br />
2015-2-27,2,0,-2,-1,-3,-4,93,85,65,1011,1008,1005,16,16,6,11,6,,0.00,7,Snow,147<br />
2015-2-28,5,1,-3,-2,-6,-10,93,69,33,1016,1009,1006,16,16,16,19,10,,0.00,6,,320<br />
2015-3-1,4,-2,-7,-7,-9,-13,74,62,39,1021,1018,1015,16,16,16,21,14,,0.00,2,,325<br />
2015-3-2,7,0,-7,-6,-9,-11,80,61,29,1015,1009,1003,16,16,16,23,13,29,0.00,2,,309<br />
2015-3-3,1,-2,-5,-5,-7,-9,86,66,55,1015,1009,1004,16,16,16,27,11,37,0.00,4,,318<br />
2015-3-4,3,-3,-9,-8,-11,-16,74,62,36,1025,1021,1015,16,16,16,27,11,,0.00,0,,324<br />
2015-3-5,7,0,-7,-6,-9,-12,68,58,34,1029,1027,1025,16,16,16,21,13,,0.00,2,,324<br />
2015-3-6,13,4,-3,-3,-7,-10,70,54,26,1031,1029,1028,16,16,16,23,14,35,0.00,0,,311<br />
2015-3-7,16,7,-1,-3,-6,-8,75,53,20,1029,1025,1019,16,16,16,21,14,27,0.00,1,,313<br />
2015-3-8,13,6,-1,-3,-6,-9,65,52,28,1023,1021,1019,16,16,16,27,18,32,0.00,0,,315<br />
2015-3-9,14,7,-1,-2,-6,-9,69,54,27,1021,1020,1017,16,16,16,29,18,39,0.00,0,,315<br />
2015-3-10,16,7,-2,-3,-7,-11,60,46,17,1021,1020,1019,16,16,16,32,16,27,0.00,0,,310<br />
2015-3-11,14,8,3,3,-2,-7,81,57,23,1023,1020,1018,16,16,16,24,13,,0.00,4,,302<br />
2015-3-12,16,8,1,3,1,-1,93,71,31,1030,1025,1023,16,16,16,16,8,,0.00,4,,306<br />
